ITEM: TIMESTEP
4080000
ITEM: NUMBER OF ATOMS
9276
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 5.0000000000000000e+01
0.0000000000000000e+00 5.0000000000000000e+01
0.0000000000000000e+00 5.0000000000000000e+01
ITEM: ATOMS id type q x y z 
4464 3 -0.836325 7.23171 28.2839 43.7411 
4465 4 1.25822 15.9033 9.53049 25.3241 
4466 3 -0.727912 26.4376 21.8697 35.5627 
4467 3 -0.572195 20.7752 42.2289 33.8827 
4468 4 1.49553 32.2446 43.0091 31.3981 
4469 3 -0.69209 13.7554 36.1685 11.0913 
4470 3 -0.730033 36.378 15.9823 14.0249 
4471 4 1.57704 30.3482 8.35363 10.0858 
4472 3 -0.734884 28.9138 49.2287 42.4667 
4473 3 -0.805265 49.119 9.23613 40.615 
4474 4 1.57389 15.7616 28.7848 29.2804 
4475 3 -0.913227 34.829 17.9128 40.9583 
4476 3 -0.801035 10.5787 31.8665 29.2055 
4477 4 1.5502 1.16318 20.4585 9.99224 
4478 3 -0.748249 4.71745 23.0463 19.6476 
4479 3 -0.839442 43.3871 42.1993 9.23241 
4480 4 1.46877 14.8042 1.04314 39.6881 
4481 3 -0.791334 19.294 11.0783 30.3034 
4482 3 -0.788226 39.0889 13.9274 10.8215 
4483 4 1.31638 32.7974 36.534 2.68329 
4484 3 -0.793692 14.0611 5.79575 15.6183 
4485 3 -0.858777 35.4366 37.2426 47.6035 
4486 4 1.64497 41.833 8.91188 33.1988 
4487 3 -0.806155 14.6984 38.5326 32.7168 
4488 3 -0.752559 11.8683 39.6865 35.6793 
4489 4 1.5735 43.0798 15.5764 7.96932 
4490 3 -0.750178 4.19347 15.1782 12.3182 
4491 3 -0.870909 7.40572 47.5473 0.908234 
4492 4 1.57798 43.6446 21.6562 36.4879 
4493 3 -0.840317 40.5446 32.9084 44.696 
4494 3 -0.85761 11.353 29.9408 34.5584 
4495 4 1.40506 30.6698 20.1104 25.9862 
4496 3 -0.859261 31.4836 37.3559 13.2226 
4497 3 -0.794922 24.9533 33.4534 34.1679 
4498 4 1.47379 28.5911 10.6616 27.0432 
4499 3 -0.82892 3.23916 44.1037 26.6705 
4500 3 -0.773806 10.9825 14.8666 28.1402 
4501 4 1.5687 0.418906 3.52174 45.2248 
4502 3 -0.814766 29.919 17.1475 18.358 
4503 3 -0.819752 21.143 14.4173 40.3253 
4504 4 1.12616 46.1425 43.2209 32.9827 
4505 3 -0.734546 0.174867 43.3825 36.3407 
4506 3 -0.786839 14.5653 3.29164 5.74936 
4507 4 1.64803 18.2593 25.6345 16.872 
4508 3 -0.836719 6.78304 4.10211 32.4563 
4509 3 -0.789342 14.7145 28.6806 6.28361 
4510 4 1.58908 3.71554 25.6148 41.403 
4511 3 -0.841163 2.87909 6.44762 25.2568 
4512 3 -0.848686 34.0546 30.4409 48.1096 
4513 4 1.63548 36.7147 46.6159 6.05609 
4514 3 -0.85286 16.3513 7.37464 49.3227 
4515 3 -0.817098 7.33372 28.1965 37.4479 
4516 4 1.62808 9.11643 9.09675 18.8158 
4517 3 -0.840446 34.8708 16.7065 8.93213 
4518 3 -0.747736 45.0612 13.8576 1.00474 
4519 4 1.60458 31.546 42.2903 28.4799 
4520 3 -0.84599 15.562 21.9829 44.5455 
4521 3 -0.777179 8.60211 45.445 7.44321 
4522 4 1.61915 44.8146 33.0996 47.6628 
4523 3 -0.795091 0.872944 20.2314 11.5663 
4524 3 -0.881405 22.536 17.9311 23.3161 
4525 4 1.4125 23.768 24.3712 12.4192 
4526 3 -0.860739 46.198 46.6247 25.4376 
4527 3 -0.807305 3.85491 16.8138 14.2408 
4528 4 1.56989 47.0994 10.4781 49.0208 
4529 3 -0.837888 8.91443 35.8593 47.0944 
4530 3 -0.854703 15.8867 32.9828 14.6196 
4531 4 1.55117 1.8986 24.591 34.0138 
4532 3 -0.798286 21.9449 16.9683 18.2024 
4533 3 -0.846639 3.36012 43.8003 16.9998 
4534 4 1.64538 26.1623 27.4393 26.0027 
4535 3 -0.732979 46.9819 34.7929 37.8379 
4536 3 -0.850019 3.15968 18.331 16.1188 
4537 4 1.51309 39.1793 3.43746 1.07687 
4538 3 -0.802945 11.249 4.1343 41.2778 
4539 3 -0.709548 10.1452 9.5163 0.827504 
4540 4 1.60338 39.7622 13.9253 14.2508 
4541 3 -0.804666 12.3006 23.0935 12.9281 
4542 3 -0.755564 16.4798 32.8161 8.0784 
4543 4 1.44069 27.5585 46.3161 23.3987 
4544 3 -0.817631 47.8801 33.0339 35.0281 
4545 3 -0.860409 48.8391 22.4339 49.3526 
4546 4 1.41016 17.5456 26.6119 11.6661 
4547 3 -0.844425 13.71 10.8177 21.2472 
4548 3 -0.793167 34.9703 49.1777 28.0721 
4549 4 1.71244 35.2298 36.4602 46.2561 
4550 3 -0.864361 39.5342 37.0537 31.7039 
4551 3 -0.790199 5.20257 5.8487 31.413 
4552 4 1.61041 15.0016 30.9513 3.47709 
4553 3 -0.786931 4.16907 47.6709 36.482 
4554 3 -0.708549 7.86348 19.067 23.3328 
4555 4 1.47804 13.2441 20.5113 42.2643 
4556 3 -0.803116 1.45725 41.1938 10.4757 
4557 3 -0.787925 35.8362 7.50603 14.4822 
4558 4 1.56638 32.024 43.5655 22.7529 
4559 3 -0.764025 29.1304 38.8164 4.73002 
4560 3 -0.802117 29.4104 31.7822 33.1729 
4561 4 1.72273 41.1638 36.9708 6.82671 
4562 3 -0.710823 45.0595 36.232 41.064 
4563 3 -0.866455 19.7681 25.3092 16.9066 
4564 4 1.54958 19.894 12.3807 44.0566 
4565 3 -0.758752 40.4047 47.5475 29.4935 
4566 3 -0.801969 36.6982 7.12539 29.5739 
4567 4 1.4552 9.74911 5.89605 46.2231 
4568 3 -0.851282 19.9262 43.5906 27.5456 
4569 3 -0.743641 15.0208 5.92538 21.565 
4570 4 1.50292 40.3818 33.6132 38.4923 
4571 3 -0.869685 13.0884 35.7839 47.8768 
4572 3 -0.826228 10.9547 44.6402 27.8866 
4573 4 1.5242 6.54679 6.21099 38.2331 
4574 3 -0.698195 4.09284 21.654 13.8239 
4575 3 -0.750421 43.0532 27.5442 35.6952 
4576 4 1.47977 29.0462 6.1353 46.8848 
4577 3 -0.773782 26.5556 25.9866 31.1889 
4578 3 -0.830562 28.4748 16.5649 49.0157 
4579 4 1.41103 8.11113 32.4642 46.067 
4580 3 -0.872023 24.8579 11.2628 32.1691 
4581 3 -0.763413 7.51577 16.1832 37.4014 
4582 4 1.57517 29.4864 8.1971 44.6282 
4583 3 -0.810903 9.45975 2.96031 7.59843 
4584 3 -0.793926 17.0896 16.1579 7.59739 
4585 4 1.26139 17.9928 7.93915 33.7893 
4586 3 -0.867007 22.3703 8.87779 3.88971 
4587 3 -0.837182 15.2818 31.6903 41.2718 
4588 4 1.50457 45.6703 21.3736 18.7635 
4589 3 -0.860819 0.501019 30.1511 25.326 
4590 3 -0.741107 46.1693 26.6413 5.70401 
4591 4 1.46708 15.8543 15.1259 3.93888 
4592 3 -0.791686 19.5978 49.995 2.96676 
4593 3 -0.742819 0.424241 1.96035 45.3106 
4594 4 1.19735 13.5414 48.5988 47.9453 
4595 3 -0.830745 20.635 2.04171 42.7335 
4596 3 -0.747241 47.4509 30.802 44.1062 
4597 4 1.33843 35.2033 19.7692 36.9539 
4598 3 -0.837779 21.3579 23.8581 15.6839 
4599 3 -0.769298 13.6141 41.7403 9.02283 
4600 4 1.61308 43.197 15.2021 10.9874 
4601 3 -0.914688 20.7429 13.5964 49.8455 
4602 3 -0.80561 7.85369 33.9033 45.484 
4603 4 1.70738 39.963 15.8466 29.0774 
4604 3 -0.730351 20.9322 49.7659 43.5681 
4605 3 -0.7493 18.1715 30.5298 49.9351 
4606 4 1.61607 35.8572 41.3209 18.4427 
4607 3 -0.755219 28.78 43.4896 2.92584 
4608 3 -0.835773 19.4111 43.8434 3.72272 
4609 4 1.47493 21.7696 32.9779 5.89108 
4610 3 -0.840794 34.1347 9.56264 49.029 
4611 3 -0.677199 26.9942 2.83828 2.63015 
4612 4 1.30542 19.6769 27.1685 48.3946 
4613 3 -0.901508 7.75186 44.1249 0.566083 
4614 3 -0.820122 3.36842 3.33593 42.7722 
4615 4 1.34653 8.58632 21.8536 46.9397 
4616 3 -0.751407 28.9495 4.56469 33.1007 
4617 3 -0.852742 5.9113 8.32037 9.26256 
4618 4 1.44748 43.3215 34.675 11.8724 
4619 3 -0.866512 26.7988 25.9556 45.6068 
4620 3 -0.630049 33.5262 28.5046 10.97 
4621 4 1.54616 14.4911 25.6882 42.6681 
4622 3 -0.707117 22.9907 11.0744 40.4263 
4623 3 -0.72459 6.48759 42.3691 42.7323 
4624 4 1.5503 12.3309 12.2497 25.4682 
4625 3 -0.799169 40.4086 32.3711 37.6135 
4626 3 -0.827309 42.7425 19.7386 11.0047 
4627 4 1.53882 12.1337 24.6878 13.2686 
4628 3 -0.899147 31.8843 48.8322 7.63313 
4629 3 -0.814776 42.9352 12.402 39.9989 
4630 4 1.54817 2.18804 2.9579 3.06548 
4631 3 -0.860609 7.47311 45.8431 12.9939 
4632 3 -0.818995 16.9373 46.9318 23.2749 
4633 4 1.48216 17.0151 28.7959 21.0248 
4634 3 -0.710535 5.28588 19.6929 24.3409 
4635 3 -0.85359 38.5801 7.00142 41.156 
4636 4 1.44062 37.8204 34.9642 37.3612 
4637 3 -0.637496 16.252 8.48585 46.628 
4638 3 -0.773502 47.6707 14.4578 28.5151 
4639 4 1.44004 47.6276 14.476 9.28073 
4640 3 -0.790209 32.8153 1.80455 13.5737 
4641 3 -0.790453 34.1173 1.31164 7.32835 
4642 4 1.12763 40.3922 47.2043 8.40725 
4643 3 -0.641726 41.7186 36.5054 1.46526 
4644 3 -0.79985 21.6958 14.0765 8.24238 
4645 4 1.52852 4.85082 44.5087 39.0377 
4646 3 -0.795308 32.4462 33.1796 6.91447 
4647 3 -0.715243 11.8754 23.5131 40.3031 
4648 4 1.37493 25.9339 33.9029 5.38276 
4649 3 -0.847844 49.2425 40.2376 6.17134 
4650 3 -0.71806 30.0653 13.6339 23.9084 
4651 4 1.53328 37.05 8.45817 14.5917 
4652 3 -0.768464 49.9085 44.434 20.5621 
4653 3 -0.845834 31.8256 27.4447 8.36585 
4654 4 1.47418 26.878 4.00216 42.7881 
4655 3 -0.765215 30.9427 43.0064 43.6591 
4656 3 -0.779556 29.8716 30.7234 36.0434 
4657 4 1.5362 49.9484 26.8949 3.90821 
4658 3 -0.92058 2.02166 42.2467 29.6009 
4659 3 -0.832663 17.8163 4.37311 17.0199 
4660 4 1.32584 19.8866 41.4299 30.6278 
4661 3 -0.808797 29.2655 17.8346 31.5202 
4662 3 -0.829672 25.5131 49.9998 38.9435 
4663 4 1.40632 6.99606 1.54359 0.457027 
4664 3 -0.775752 22.7299 33.1425 17.2602 
4665 3 -0.763318 25.7983 24.6706 1.90811 
4666 4 1.51181 6.91194 1.6664 43.5099 
4667 3 -0.901989 11.8831 17.3828 22.035 
4668 3 -0.822164 16.6435 12.1514 29.3099 
4669 4 1.53798 34.2092 23.6346 41.5702 
4670 3 -0.908309 32.5934 33.1579 4.31916 
4671 3 -0.833704 7.11162 27.5838 25.3071 
4672 4 1.48607 37.6485 40.0503 39.1867 
4673 3 -0.842022 16.6405 2.01479 24.2528 
4674 3 -0.757628 41.6075 8.64723 4.0782 
4675 4 1.4946 12.2982 41.4789 18.1962 
4676 3 -0.794343 28.7692 13.0686 8.19596 
4677 3 -0.69184 40.7779 23.6919 41.272 
4678 4 1.6424 24.5663 48.8652 11.3688 
4679 3 -0.80319 10.0678 46.2509 42.5648 
4680 3 -0.821282 33.2294 4.89359 43.9927 
4681 4 1.50924 13.9725 25.4637 19.4034 
4682 3 -0.705818 26.0131 19.9963 33.2923 
4683 3 -0.79027 42.1666 16.6738 24.8904 
4684 4 1.47381 43.9661 29.0461 40.6417 
4685 3 -0.870728 1.73263 18.878 18.067 
4686 3 -0.659937 17.5405 28.5741 24.9969 
4687 4 1.47454 38.9134 48.6306 35.4218 
4688 3 -0.780488 35.3339 30.8748 41.4892 
4689 3 -0.796743 23.4209 15.6005 43.6737 
4690 4 1.49677 23.8146 37.7741 16.5479 
4691 3 -0.772465 22.2097 13.9385 28.6191 
4692 3 -0.792549 17.3082 40.8718 14.5851 
4693 4 1.61596 37.9882 40.0904 9.15813 
4694 3 -0.777091 10.3842 18.0702 43.161 
4695 3 -0.843687 21.9195 35.1341 11.0021 
4696 4 1.50302 30.5349 20.2432 40.2675 
4697 3 -0.783986 4.64872 35.067 3.69163 
4698 3 -0.841936 25.9692 4.68309 38.5504 
4699 4 1.64195 30.6655 9.25979 38.2761 
4700 3 -0.792182 6.15112 21.8611 22.3669 
4701 3 -0.761865 8.53107 0.539148 35.831 
4702 4 1.48441 7.04642 27.187 7.43645 
4703 3 -0.840872 1.24219 29.851 11.9944 
4704 3 -0.810848 29.1111 39.6525 1.27429 
4705 4 1.56359 38.0453 33.4288 31.1951 
4706 3 -0.798374 29.8495 12.0525 10.371 
4707 3 -0.738028 17.3599 21.3792 9.42157 
4708 4 1.17988 18.9622 44.7895 9.44768 
4709 3 -0.822092 29.1293 48.8126 20.5319 
4710 3 -0.957105 40.7601 8.35843 49.5412 
4711 4 1.65731 42.411 20.4539 12.3455 
4712 3 -0.844522 15.2308 38.1551 40.2928 
4713 3 -0.729549 5.80828 15.3636 41.6072 
4714 4 1.58802 41.2847 17.9724 7.74783 
4715 3 -0.814385 26.0293 32.9974 29.428 
4716 3 -0.793389 24.6972 6.59945 33.2404 
4717 4 1.47247 21.5246 9.945 26.1036 
4718 3 -0.754131 41.0294 12.4712 32.3665 
4719 3 -0.839223 1.4371 31.1863 20.1708 
4720 4 1.52329 14.3877 14.5452 10.2637 
4721 3 -0.880095 37.7625 24.2316 1.57807 
4722 3 -0.860469 0.464388 17.447 37.7854 
4723 4 1.35336 15.083 23.2292 26.3043 
4724 3 -0.672806 43.5744 8.80314 49.2825 
4725 3 -0.80503 19.102 12.8607 45.3361 
4726 4 1.58563 48.1508 39.3694 5.60382 
4727 3 -0.842143 40.0642 25.052 32.4787 
4728 3 -0.831384 43.4993 27.297 10.5472 
4729 4 1.17474 33.568 9.07413 47.5529 
4730 3 -0.841568 13.6974 30.043 35.1824 
4731 3 -0.742167 34.7202 39.1556 43.7274 
4732 4 1.60831 6.92843 47.9652 4.71397 
4733 3 -0.699681 34.6286 20.2828 15.48 
4734 3 -0.882755 7.73672 26.3818 28.8621 
4735 4 1.65804 45.3002 48.1664 12.1871 
4736 3 -0.767903 24.8293 44.8175 20.0124 
4737 3 -0.790869 12.9734 49.8802 26.3357 
4738 4 1.63191 21.6846 2.79838 46.0254 
4739 3 -0.840487 1.6582 48.2018 14.7862 
4740 3 -0.867193 2.29115 22.0052 42.007 
4741 4 1.34448 17.4287 16.3154 23.8368 
4742 3 -0.820085 28.829 11.4292 47.0735 
4743 3 -0.778387 8.53167 43.9885 43.4279 
4744 4 1.6783 2.02777 1.47074 6.88991 
4745 3 -0.870583 49.611 11.9846 14.6759 
4746 3 -0.905656 20.0964 14.6704 26.9047 
4747 4 1.49718 23.2855 40.2781 45.263 
4748 3 -0.805144 2.58653 48.5927 18.3445 
4749 3 -0.812217 0.942449 39.8812 36.8646 
4750 4 1.52255 25.8254 29.6663 23.9987 
4751 3 -0.658769 43.4237 28.666 42.0833 
4752 3 -0.748594 27.9875 21.5246 3.74804 
4753 4 1.55151 0.921581 30.395 5.52076 
4754 3 -0.748781 25.382 30.6272 39.0467 
4755 3 -0.805485 16.3724 41.5931 22.6827 
4756 4 1.46504 37.7776 19.8625 29.1877 
4757 3 -0.642293 27.5721 16.7593 11.7376 
4758 3 -0.800618 39.1982 41.2818 48.1384 
4759 4 1.6197 2.15107 26.7227 9.05343 
4760 3 -0.802105 27.2805 33.8165 38.8777 
4761 3 -0.890413 7.89086 43.2619 18.4836 
4762 4 0.960651 18.1218 38.373 44.3621 
4763 3 -0.719189 34.086 15.6196 17.8942 
4764 3 -0.770903 7.91216 2.78633 39.8351 
4765 4 1.50853 33.2627 39.7884 40.6075 
4766 3 -0.818039 42.2779 41.9934 6.76637 
4767 3 -0.804189 34.8937 1.2765 2.17461 
4768 4 1.61195 4.43101 6.27696 45.2013 
4769 3 -0.882396 41.5836 5.93911 49.1311 
4770 3 -0.847628 28.1746 4.17354 25.5286 
4771 4 1.56199 20.0746 48.5746 3.39546 
4772 3 -0.828847 0.549114 11.6308 12.0598 
4773 3 -0.852253 13.1918 49.4165 14.662 
4774 4 1.4638 42.9434 19.8838 9.46044 
4775 3 -0.783894 21.7014 28.7161 32.7799 
4776 3 -0.618414 43.4518 37.6913 41.8346 
4777 4 1.58572 6.57103 42.997 19.2664 
4778 3 -0.751382 4.38088 25.3317 0.780414 
4779 3 -0.834437 32.9124 48.6523 26.8688 
4780 4 1.34834 21.1938 24.4023 7.42351 
4781 3 -0.794471 47.2307 10.1352 24.436 
4782 3 -0.823305 38.8314 7.98841 28.4384 
4783 4 1.52226 33.9051 11.5295 5.77759 
4784 3 -0.733983 25.8186 24.3288 40.9717 
4785 3 -0.664478 46.3301 27.7277 18.7608 
4786 4 1.21804 4.90286 14.41 11.0615 
4787 3 -0.670294 7.67528 11.9767 48.5574 
4788 3 -0.912836 41.1412 15.2894 23.1941 
4789 4 1.54025 5.26835 47.0505 28.0974 
4790 3 -0.817592 37.7023 29.4504 2.72478 
4791 3 -0.718054 23.3877 8.72957 39.442 
4792 4 1.64003 8.59516 33.7472 24.4269 
4793 3 -0.839305 19.8413 45.109 5.91766 
4794 3 -0.814431 27.4805 27.2002 48.0805 
4795 4 1.53682 40.1677 43.7202 4.27594 
4796 3 -0.87549 44.2727 6.7971 15.2263 
4797 3 -0.843375 40.0163 49.7916 2.21483 
4798 4 1.41554 42.3829 44.6035 20.5357 
4799 3 -0.803428 0.00376444 30.383 4.3101 
4800 3 -0.784819 15.9345 32.2723 27.3969 
4801 4 1.20953 19.9136 26.9572 2.621 
4802 3 -0.773347 9.08714 45.0775 45.7817 
4803 3 -0.835763 48.9205 22.2069 25.226 
4804 4 1.49879 8.48283 25.6462 1.05593 
4805 3 -0.87988 12.2969 13.692 34.7945 
4806 3 -0.807554 17.3135 37.9086 28.7524 
4807 4 1.49839 43.7279 7.73462 22.8194 
4808 3 -0.883318 20.3722 13.2894 15.886 
4809 3 -0.887913 29.5255 13.1383 45.3699 
4810 4 1.39595 33.3893 13.1379 8.33565 
4811 3 -0.82529 18.6226 26.5655 26.438 
4812 3 -0.778906 40.0134 48.9926 36.5222 
4813 4 1.55285 21.882 35.448 33.8406 
4814 3 -0.7254 16.8361 47.782 11.803 
4815 3 -0.843825 7.58612 45.8099 22.1237 
4816 4 1.41623 13.0153 11.9908 41.7181 
4817 3 -0.792609 18.7788 10.7201 6.87351 
4818 3 -0.840542 23.7513 43.7695 30.511 
4819 4 1.61857 46.4981 0.223737 10.1384 
4820 3 -0.794692 22.8997 5.78362 15.6429 
4821 3 -0.931912 37.4859 24.913 9.04886 
4822 4 1.34628 27.1724 19.4849 29.0005 
4823 3 -0.813979 14.6303 12.3827 45.1182 
4824 3 -0.687957 44.7065 15.8572 43.6725 
4825 4 1.52293 36.0648 26.4107 31.5769 
4826 3 -0.645818 28.0908 6.00474 14.7401 
4827 3 -0.731071 21.9395 44.0998 43.7887 
4828 4 1.41923 21.8966 28.2963 34.3603 
4829 3 -0.727631 4.66771 26.7725 33.6838 
4830 3 -0.728591 10.1544 30.0214 31.1361 
4831 4 1.61539 34.1436 46.0468 4.57718 
4832 3 -0.767022 27.2899 47.286 18.5263 
4833 3 -0.903427 12.1309 4.59236 11.9891 
4834 4 1.35378 34.5991 26.3308 19.3888 
4835 3 -0.798767 18.9612 1.38685 11.0633 
4836 3 -0.849812 33.8123 29.0628 43.4603 
4837 4 1.56176 44.0416 6.69949 39.643 
4838 3 -0.862515 9.88791 0.124605 17.6473 
4839 3 -0.731026 47.3266 12.083 12.8685 
4840 4 1.61619 49.0937 34.8743 19.7163 
4841 3 -0.91657 0.931101 19.4971 22.7495 
4842 3 -0.891455 18.0207 1.55664 16.4654 
4843 4 1.7035 37.623 41.2212 42.0526 
4844 3 -0.788009 39.0315 45.0202 33.4322 
4845 3 -0.791099 21.9956 45.6146 23.4259 
4846 4 1.63073 9.49562 45.1492 28.1399 
4847 3 -0.729569 22.8093 25.6317 45.9225 
4848 3 -0.866309 32.0266 6.17352 18.2878 
4849 4 1.48087 15.5375 36.2559 20.8517 
4850 3 -0.852594 40.4034 35.9964 7.70446 
4851 3 -0.817696 39.3848 17.9384 1.75762 
4852 4 1.4335 10.6954 47.0395 15.828 
4853 3 -0.771612 8.91677 39.2981 31.6404 
4854 3 -0.812156 11.3514 19.4131 4.12184 
4855 4 1.50796 49.5749 7.82964 41.0906 
4856 3 -0.786521 47.2793 35.2826 41.1004 
4857 3 -0.760411 14.9442 37.1699 5.40749 
4858 4 1.62271 39.6237 45.8507 34.6185 
4859 3 -0.817676 44.0165 2.45149 16.3647 
4860 3 -0.778019 32.1365 24.0387 35.9392 
4861 4 1.57964 41.6785 2.36287 37.3206 
4862 3 -0.789247 45.406 23.7833 23.5483 
4863 3 -0.850077 37.9557 9.4821 33.1773 
4864 4 1.3437 48.0754 38.8413 41.7822 
4865 3 -0.791558 19.3563 30.8916 6.81037 
4866 3 -0.838718 42.9611 40.4922 17.1975 
4867 4 1.55574 39.7727 35.5158 9.0951 
4868 3 -0.790442 34.4019 16.394 6.22874 
4869 3 -0.776896 6.25926 43.7127 26.1767 
4870 4 1.52822 25.262 46.3689 13.0442 
4871 3 -0.838801 17.3075 25.5871 45.5674 
4872 3 -0.926676 37.3448 12.821 45.9045 
4873 4 1.18215 25.9528 4.39466 30.1416 
4874 3 -0.816304 17.3934 24.8803 0.818787 
4875 3 -0.765641 11.6119 46.8636 38.6526 
4876 4 1.43698 22.1741 49.6646 37.9958 
4877 3 -0.831531 13.4428 16.9483 18.228 
4878 3 -0.832151 23.4595 42.4436 5.90191 
4879 4 1.53263 35.6799 6.4964 34.1753 
4880 3 -0.761722 2.34575 28.4706 38.1778 
4881 3 -0.746103 6.26779 26.6112 15.1612 
4882 4 1.51852 16.1721 9.24317 42.2481 
4883 3 -0.788935 32.116 1.2178 19.5808 
4884 3 -0.885113 31.0567 27.6778 0.985693 
4885 4 1.61715 31.2826 12.7175 13.8078 
4886 3 -0.706772 24.0127 46.014 29.0409 
4887 3 -0.835954 22.0972 2.25444 47.3834 
4888 4 1.47201 14.4486 48.8372 15.3374 
4889 3 -0.781213 4.14443 32.7782 4.37194 
4890 3 -0.807634 38.8929 47.4782 25.7295 
4891 4 1.68993 26.5918 37.7505 8.84837 
4892 3 -0.779765 13.2122 20.5316 32.4477 
4893 3 -0.746364 5.39394 39.1823 25.1959 
4894 4 1.70728 12.1212 23.5216 18.0276 
4895 3 -0.765879 44.4028 48.1573 46.2108 
4896 3 -0.87415 1.75623 39.2621 33.129 
4897 4 1.60842 36.3926 31.8134 26.6042 
4898 3 -0.749939 32.9599 9.28177 28.3349 
4899 3 -0.849466 41.242 38.3531 14.9214 
4900 4 1.41621 10.1141 47.7934 42.4171 
4901 3 -0.92105 10.8469 8.44334 9.52333 
4902 3 -0.742458 43.8844 14.6191 15.2989 
4903 4 1.40371 18.9864 11.5452 26.2052 
4904 3 -0.858404 35.162 2.92813 17.3281 
4905 3 -0.806021 14.9899 20.9703 10.16 
4906 4 1.50089 24.2257 48.433 45.4748 
4907 3 -0.823697 42.8838 10.005 36.1997 
4908 3 -0.791243 38.798 20.4109 24.1527 
4909 4 1.61237 21.0503 20.4668 46.5295 
4910 3 -0.785661 2.24829 4.60461 48.1501 
4911 3 -0.83484 8.18057 44.2937 4.41427 
4912 4 1.59833 47.5503 34.1358 9.83991 
4913 3 -0.771082 4.2652 18.5014 34.7312 
4914 3 -0.819932 32.9435 49.0588 12.489 
4915 4 1.59851 39.1288 49.2128 17.6049 
4916 3 -0.720416 10.9392 11.4786 10.3423 
4917 3 -0.856505 8.69132 31.7768 27.3509 
4918 4 1.39875 15.5871 16.9547 13.4651 
4919 3 -0.923263 3.2018 18.1235 4.82919 
4920 3 -0.723649 15.5027 23.4519 1.21674 
4921 4 1.44258 11.6605 20.4207 32.6085 
4922 3 -0.72722 12.458 35.6235 36.3952 
4923 3 -0.764842 29.8844 25.4008 26.998 
4924 4 1.53923 47.4699 38.3547 12.0922 
4925 3 -0.747876 25.284 1.82618 1.10711 
4926 3 -0.880954 40.4052 2.83877 17.3637 
4927 4 1.38121 45.3648 44.0726 16.6805 
4928 3 -0.699768 4.76645 31.5811 13.4114 
4929 3 -0.818521 14.9401 23.0517 7.16645 
4930 4 1.10917 17.7615 7.40353 19.182 
4931 3 -0.864976 37.5801 5.86592 8.69928 
4932 3 -0.823495 39.8488 33.741 1.81085 
4933 4 1.54944 0.726185 5.79902 6.94962 
4934 3 -0.838967 47.1326 23.95 25.4247 
4935 3 -0.753744 10.6984 37.411 35.5526 
4936 4 1.47304 16.9773 5.99677 48.965 
4937 3 -0.840388 37.7497 29.3678 7.50827 
4938 3 -0.70782 20.2488 23.2461 24.9846 
4939 4 1.6223 48.4794 20.9426 41.5639 
4940 3 -0.882667 30.5781 31.2956 41.5251 
4941 3 -0.814867 12.2087 0.158847 23.8275 
4942 4 1.58403 25.8007 33.603 32.8823 
4943 3 -0.738452 6.52398 33.238 3.43647 
4944 3 -0.755776 0.386625 8.30281 32.3539 
4945 4 1.44965 9.67558 24.0228 45.0803 
4946 3 -0.729085 43.1909 40.5747 39.0684 
4947 3 -0.717141 21.6498 33.7595 42.9131 
4948 4 1.6349 39.0243 9.4182 32.0572 
4949 3 -0.876734 20.691 36.6123 12.6427 
4950 3 -0.891568 29.3434 4.64442 30.3661 
4951 4 1.69843 19.3321 46.4045 1.20592 
4952 3 -0.844545 8.22805 18.4322 5.15962 
4953 3 -0.82417 18.2415 25.3598 5.36767 
4954 4 1.62264 0.33069 15.037 8.03249 
4955 3 -0.871244 45.294 4.21889 32.86 
4956 3 -0.86944 36.3865 48.8869 14.9219 
4957 4 1.53526 44.371 42.3256 20.2048 
4958 3 -0.77104 10.7426 33.3129 27.2336 
4959 3 -0.82567 7.48898 17.4607 3.02453 
4960 4 1.54218 39.1711 27.534 34.7633 
4961 3 -0.894448 26.068 45.5558 6.74332 
4962 3 -0.872458 33.3588 29.1536 7.12346 
4963 4 1.75674 7.82485 44.3466 13.1261 
4964 3 -0.778816 17.5873 41.4575 49.0492 
4965 3 -0.812559 24.2428 9.88207 9.85578 
4966 4 1.54653 23.8815 36.5992 13.7484 
4967 3 -0.854794 25.3448 9.98401 18.1286 
4968 3 -0.695708 41.0076 1.37431 25.1168 
4969 4 1.29307 31.0078 25.7962 44.3249 
4970 3 -0.80459 30.2553 26.6725 34.8727 
4971 3 -0.844842 41.2783 11.0423 20.9408 
4972 4 1.59727 39.7795 30.1223 16.7832 
4973 3 -0.866399 15.4675 32.1763 38.8041 
4974 3 -0.871801 46.396 7.41345 14.0801 
4975 4 1.54773 7.46481 37.8114 12.0152 
4976 3 -0.840587 33.9511 24.9527 46.4953 
4977 3 -0.885551 48.9272 16.5987 20.8623 
4978 4 1.598 31.2066 44.9428 35.6952 
4979 3 -0.855015 25.591 19.6523 24.6348 
4980 3 -0.886784 40.6109 14.9462 13.4034 
4981 4 1.65524 14.6186 28.5893 38.7834 
4982 3 -0.747486 18.5711 23.1181 37.6299 
4983 3 -0.79464 38.6284 2.59752 24.2255 
4984 4 1.63304 4.03517 0.648669 13.8336 
4985 3 -0.806124 42.3445 16.8449 7.45817 
4986 3 -0.948628 22.2109 28.392 45.9883 
4987 4 1.50666 41.8053 39.8045 27.0874 
